country,source,date,title,summary,agency,url
US,Federal Register,2025-09-11,"Minnesota: Final Approval of State Underground Storage Tank Program Revisions, Codification, and Incorporation by Reference","Pursuant to the Solid Waste Disposal Act of 1965, as amended (commonly known as the Resource Conservation and Recovery Act (RCRA)), the Environmental Protection Agency (EPA) is proposing to approve revisions to the State of Minnesota's Underground Storage Tank (UST) program submitted by the Minnesota Pollution Control Agency. This action also proposes to codify EPA's approval of Minnesota's state program and incorporate by reference those provisions of Minnesota's regulations that EPA has determined meet the requirements for approval. The provisions will be subject to EPA's inspection and enforcement authorities under RCRA Subtitle I and other applicable statutory and regulatory provisions.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17520/minnesota-final-approval-of-state-underground-storage-tank-program-revisions-codification-and
US,Federal Register,2025-09-11,"Maryland: Final Approval of State Underground Storage Tank Program Revisions, Codification, and Incorporation by Reference","Pursuant to the Solid Waste Disposal Act of 1965, as amended (commonly known as the Resource Conservation and Recovery Act (RCRA)), the Environmental Protection Agency (EPA) is proposing to approve revisions to the State of Maryland's Underground Storage Tank (UST) program submitted by Maryland (Maryland or State). This action is based on EPA's determination that these revisions satisfy all the requirements needed for program approval. This action also proposes to codify EPA's approval of Maryland's state program and to incorporate by reference (IBR) those provisions of Maryland's regulations and statutes that EPA has determined meet the requirements for approval. The provisions will be subject to EPA's inspection and enforcement authorities under sections 9005 and 9006 of RCRA Subtitle I and other applicable statutory and regulatory provisions. In the ""Rules and Regulations"" section of this issue of the Federal Register, EPA is approving this action by a direct final rule. If no significant negative comment is received, EPA will not take further action on this proposed rulemaking, and the direct final rule will be effective 60 days from the date of publication in this Federal Register. If you want to comment on EPA's proposed approval of Maryland's revisions to its state UST program, you must do so at this time.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17518/maryland-final-approval-of-state-underground-storage-tank-program-revisions-codification-and
US,Federal Register,2025-09-11,Proposed Deletion From the National Priorities List,"The Environmental Protection Agency (EPA) is issuing a Notice of Intent to delete one site, Corozal Well, from the National Priorities List (NPL) and requests public comments on this proposed action. The NPL, promulgated pursuant to the Comprehensive Environmental Response, Compensation, and Liability Act (CERCLA) of 1980, as amended, is an appendix of the National Oil and Hazardous Substances Pollution Contingency Plan (NCP). The EPA and the Commonwealth of Puerto Rico, through the Puerto Rico Department of Natural and Environmental Resources (PRDNER), have determined that all appropriate response actions under CERCLA have been completed. However, this deletion does not preclude future actions under Superfund.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17505/proposed-deletion-from-the-national-priorities-list
US,Federal Register,2025-09-11,Approval of Air Quality Implementation Plans; Arizona; Arizona Department of Environmental Quality; Stationary Source Permits; West Pinal County; PM10,"The Environmental Protection Agency (EPA) is proposing to fully approve the Arizona Department of Environmental Quality's (ADEQ or ""State"") State Implementation Plan (SIP) submittal under the Clean Air Act (CAA or ""the Act"") that addresses Nonattainment New Source Review (NNSR) permitting of precursor emissions for the 1987 National Ambient Air Quality Standards (NAAQS or ""standard"") for particulate matter with a diameter of 10 micrometers or less (PM<INF>10</INF>) in the West Pinal PM<INF>10</INF> nonattainment area. We are taking comments on this proposal and plan to follow with a final action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17502/approval-of-air-quality-implementation-plans-arizona-arizona-department-of-environmental-quality
US,Federal Register,2025-09-11,"Air Plan Revisions; Arizona; Maricopa County Air Quality Department; Particulate Matter; Incinerators, Burn-Off Ovens, and Crematories","The Environmental Protection Agency (EPA) is proposing an approval of revisions to the Maricopa County Air Quality Department (MCAQD) portion of the Arizona State Implementation Plan (SIP). These revisions concern emissions of particulate matter from incinerators, burn-off ovens, and crematories. We are proposing to approve revisions to a local rule that regulates these emissions sources under the Clean Air Act (CAA or ""Act""). We are taking comments on this proposal and plan to follow with a final action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17501/air-plan-revisions-arizona-maricopa-county-air-quality-department-particulate-matter-incinerators
US,Federal Register,2025-09-11,Air Plan Approval; Arizona; Maricopa County Air Quality Department; Volatile Organic Compounds; Architectural Coatings,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the Maricopa County Air Quality Department (MCAQD or ""County"") portion of the Arizona State Implementation Plan (SIP). These revisions concern emissions of volatile organic compounds (VOC) from architectural coatings. Architectural coatings include house paints, stains, industrial maintenance coatings, traffic coatings, and other similar products. We are proposing to approve local rules to regulate these emission sources under the Clean Air Act (CAA or ""Act""). The revisions would update the Arizona SIP by replacing an outdated rule version with the current version in effect and would lower VOC emissions limits for some architectural coatings if contingency measures are triggered in the future. We are taking comments on this proposal and plan to follow with a final action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17500/air-plan-approval-arizona-maricopa-county-air-quality-department-volatile-organic-compounds
US,Federal Register,2025-09-11,Air Plan Approval; Montana; Regional Haze Plan for the Second Implementation Period; Prong 4 (Visibility) for the 2015 8-Hour Ozone National Ambient Air Quality Standard,"The Environmental Protection Agency (EPA) is proposing to approve the regional haze state implementation plan (SIP) submission submitted by the State of Montana on August 10, 2022, under the Clean Air Act (CAA) and the EPA's Regional Haze Rule (RHR) for the program's second implementation period. Montana's 2022 SIP submission addresses the requirement that states revise their long-term strategies every implementation period to make reasonable progress towards the national goal of preventing any future, and remedying any existing, anthropogenic impairment of visibility, including regional haze, in mandatory Class I Federal areas. Montana's 2022 SIP submission also addresses other applicable requirements for the second implementation period of the regional haze program. The EPA is also proposing to approve the prong 4 visibility portion of Montana's October 1, 2018 Infrastructure SIP submission for the 2015 ozone National Ambient Air Quality Standards (NAAQS). The EPA is taking these actions pursuant to the CAA.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17499/air-plan-approval-montana-regional-haze-plan-for-the-second-implementation-period-prong-4-visibility
US,Federal Register,2025-09-11,Air Plan Revisions; Arizona; Maricopa County Air Quality Department; Volatile Organic Compounds; Solvent Cleaning,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the Maricopa County Air Quality Department (MCAQD) portion of the Arizona State Implementation Plan (SIP). These revisions concern rules that regulate volatile organic compounds (VOC) emissions from solvent cleaning operations. We are proposing to approve the revisions under the Clean Air Act (CAA or ""Act""). We are taking comments on this proposal and plan to follow with a final action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17498/air-plan-revisions-arizona-maricopa-county-air-quality-department-volatile-organic-compounds-solvent
US,Federal Register,2025-09-11,Air Plan Approval; Wyoming; R-35 Wyoming Air Quality Standards and Regulations Rule Package,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the Wyoming State Implementation Plan (SIP) submitted by the Wyoming Department of Environmental Quality (WDEQ) on December 16, 2024. WDEQ requested EPA approve the revisions for Chapters 2, 3, 4, 8, and 14 in the Wyoming Air Quality Standards and Regulations (WAQSR) The revised rules include non-substantive updates to rule language that ensure consistent grammar, formatting, and written clarity as well as updated references to the Code of Federal Regulations. These revisions do not change the intent or scope of each rule. The EPA is proposing approval of these SIP revisions because we have determined that they are in accordance with the requirements for SIP provisions under the Clean Air Act (CAA or the Act). The proposed approval of WAQSR Chapter 2, section 4 of the December 16, 2024 submittal supersedes the revisions to this section contained in WDEQ's February 10, 2014 SIP submittal that the EPA had not previously acted on. In the ""Rules and Regulations"" section of this Federal Register, we are approving these SIP revisions as a direct final rule without a prior proposed rule. If we receive no adverse comment, we will not take further action on this proposed rule.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/11/2025-17488/air-plan-approval-wyoming-r-35-wyoming-air-quality-standards-and-regulations-rule-package
US,Federal Register,2025-09-05,Air Plan Approval; Texas; Reasonably Available Control Technology in the Dallas-Fort Worth Ozone Nonattainment Area,"Pursuant to the Federal Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is proposing to approve the May 12, 2020, and May 13, 2020, revisions to the Texas State Implementation Plan (SIP) as satisfying the Serious classification Volatile Organic Compounds (VOC) Reasonably Available Control Technology (RACT) requirement for the Dallas-Fort Worth (DFW) 2008 8-hour ozone National Air Quality Ambient Air Quality Standards (NAAQS) nonattainment area. The DFW area, designated as Serious for the 2008 8-hour ozone NAAQS, consists of Collin, Dallas, Denton, Ellis, Johnson, Kaufman, Parker, Rockwall, Tarrant, and Wise Counties. Specifically, we are proposing to approve the revisions to 30 Texas Administrative Code (TAC) Chapter 115 to implement the major source Reasonably Available Control Technology (RACT) requirement for VOC as addressed in the VOC RACT analysis and negative declaration included with the Serious area Attainment Demonstration (AD) SIP revision. The Nitrogen Oxide (NO<INF>X</INF>) portion of the RACT analysis in the May 13, 2020, revisions will be addressed in a separate action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17081/air-plan-approval-texas-reasonably-available-control-technology-in-the-dallas-fort-worth-ozone
US,Federal Register,2025-09-05,Air Plan Approval; Texas; Reasonably Available Control Technology in the Houston-Galveston-Brazoria Ozone Nonattainment Area,"The Environmental Protection Agency (EPA) is supplementing a proposed rule published on March 10, 2021, to approve revisions to the Texas State Implementation Plan (SIP) concerning Nitrogen Oxide (NO<INF>X</INF>) Reasonably Available Control Technology (RACT) requirements for the Serious Houston-Galveston-Brazoria (HGB), 2008 8- hour ozone National Ambient Air Quality Standard (NAAQS) nonattainment area. Because of comments received on the March 10, 2021, proposal, we are providing additional analysis, in this proposal, regarding RACT requirements which apply to sources of NO<INF>X</INF> in this area. Consistent with this analysis, EPA is proposing to determine that Texas' rules meet NO<INF>X</INF> RACT requirements for the 2008 standard under the Serious classification. The volatile organic compounds (VOC) portion of the RACT analysis in the Serious area Attainment Demonstration submittal is addressed in a separate action. The EPA is providing an opportunity for public comment on this supplemental proposal. Comments received on the March 10, 2021, proposal and this supplemental proposal will be addressed in a final rule.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17080/air-plan-approval-texas-reasonably-available-control-technology-in-the-houston-galveston-brazoria
US,Federal Register,2025-09-05,Air Plan Approval; OR; Lane County Permitting Rule Revisions,"The Environmental Protection Agency (EPA) proposes to approve the June 26, 2024, submitted revisions to the Oregon State Implementation Plan (SIP) applicable in Lane County, Oregon. The changes update the local stationary source permitting regulations to align with existing State regulations. The revisions eliminate generic plant site emission limits in favor of source-specific and source- category specific limits, update construction notification requirements, clarify the use of modeling and monitoring for compliance assurance, and streamline the permit application process.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17055/air-plan-approval-or-lane-county-permitting-rule-revisions
US,Federal Register,2025-09-05,Massachusetts: Final Authorization of State Hazardous Waste Management Program Revisions,"Massachusetts has applied to the Environmental Protection Agency (EPA) for final authorization of revisions to its hazardous waste program under the Resource Conservation and Recovery Act (RCRA), as amended. EPA proposes to grant final authorization to Massachusetts for these revisions by a direct final rule, which can be found in the ""Rules and Regulations"" section of this Federal Register. We have explained the reasons for this authorization in the preamble to the direct final rule. Unless EPA receives written comments that oppose this authorization during the comment period, the direct final rule will become effective on the date it establishes, and EPA will not take further action on this proposal.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17052/massachusetts-final-authorization-of-state-hazardous-waste-management-program-revisions
US,Federal Register,2025-09-05,Air Plan Approval; South Carolina; Charlotte-Gastonia-Rock Hill Area Maintenance Plan for the 2008 8-Hour Ozone NAAQS,"On September 26, 2023, the State of South Carolina, through the South Carolina Department of Environmental Services (SCDES, formerly the ""South Carolina Department of Health and Environmental Control""), submitted a request for the Environmental Protection Agency (EPA) to approve a State Implementation Plan (SIP) revision containing the State's plan for maintaining the 2008 ozone National Ambient Air Quality Standard (NAAQS or standard) through 2036 for the South Carolina portion of the bi-state Charlotte-Rock Hill, North Carolina- South Carolina 2008 8-hour ozone nonattainment area (the entire area is hereinafter referred to as the ""bi-State Charlotte Area"" and the South Carolina portion is hereinafter referred to as the ""York County Area""). EPA is proposing to approve and incorporate this maintenance plan, including the 2018 and 2036 motor vehicle emission budgets (budgets) for nitrogen oxides (NOx) and volatile organic compounds (VOC) for the York County Area, into the SIP. EPA is also notifying the public of the status of EPA's adequacy determination for the budgets for the York County Area.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17051/air-plan-approval-south-carolina-charlotte-gastonia-rock-hill-area-maintenance-plan-for-the-2008
US,Federal Register,2025-09-05,Air Plan Approval; Kentucky; Emissions Inventory and Nonattainment New Source Review for the Henderson-Webster Sulfur Dioxide Nonattainment Area,"The Environmental Protection Agency (EPA) is proposing to approve two State Implementation Plan (SIP) revisions submitted by the Commonwealth of Kentucky, through the Energy and Environment Cabinet (Cabinet), Division of Air Quality (DAQ) on January 26, 2024, and February 15, 2024, to certify two requirements under the Clean Air Act (CAA or Act). These revisions establish that the Kentucky SIP satisfies the nonattainment new source review (NNSR) and base year emissions inventory requirements for the 2010 1-hour sulfur dioxide (SO<INF>2</INF>) national ambient air quality standard (NAAQS) for the Henderson-Webster SO<INF>2</INF> nonattainment area (hereinafter ""Henderson-Webster SO<INF>2</INF> Nonattainment Area"" or ""Area""). These actions are being proposed pursuant to the CAA.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17048/air-plan-approval-kentucky-emissions-inventory-and-nonattainment-new-source-review-for-the
US,Federal Register,2025-09-05,Air Plan Approval; Arkansas; Regional Haze State Implementation Plan for the Second Implementation Period,"Pursuant to the Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted by the State of Arkansas through the Division of Environmental Quality (DEQ) on August 8, 2022, and clarified by DEQ on July 29, 2025, as satisfying the requirements of the Act and the EPA's Regional Haze Rule (RHR) for visibility protection in mandatory Class I Federal areas (Class I areas) for the program's second implementation period. Arkansas' SIP submission addresses the requirement that states must revise their long-term strategies for making reasonable progress to prevent any future and remedy any existing man-made visibility impairment in the Class I areas. The EPA is taking this action pursuant to sections 110 and 169A of the CAA.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17041/air-plan-approval-arkansas-regional-haze-state-implementation-plan-for-the-second-implementation
US,Federal Register,2025-09-05,Revisions to the Clean Air Act Operating Permit Program; California; San Diego County Air Pollution Control District,"The Environmental Protection Agency (EPA) is proposing approval of revisions to the Clean Air Act (CAA or ""Act"") Operating Permit Program (title V) of the San Diego County Air Pollution Control District (SDCAPCD or ""District"") in California. Once approved, these revisions will update the District's public noticing requirements to conform to current federal requirements for title V programs. We are taking comments on these proposed revisions and are simultaneously publishing our final action approving these revisions in a direct final rule.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17038/revisions-to-the-clean-air-act-operating-permit-program-california-san-diego-county-air-pollution
US,Federal Register,2025-09-05,Receipt of Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities-June 2025,"This document announces the Agency's receipt of and solicits public comment on initial filings of pesticide petitions requesting the establishment or modification of regulations for residues of pesticide chemicals in or on various commodities. The Agency is providing this notice in accordance with the Federal Food, Drug, and Cosmetic Act (FFDCA). EPA uses the month and year in the title to identify when the Agency compiled the petitions identified in this notice of filing. Unit II. of this document identifies certain petitions received in 2023, 2024, and 2025 that are currently being evaluated by EPA, along with information about each petition, including who submitted the petition and the requested action.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/05/2025-17008/receipt-of-pesticide-petitions-filed-for-residues-of-pesticide-chemicals-in-or-on-various
US,Federal Register,2025-09-04,Hazardous and Solid Waste Management System: Disposal of Coal Combustion Residuals From Electric Utilities; CCR Management Unit Deadline Extension Rule; Reopening of Comment Period and Public Hearing,"The Environmental Protection Agency (EPA or the Agency) is reopening the comment period for the proposed rule entitled ""Hazardous and Solid Waste Management System: Disposal of Coal Combustion Residuals From Electric Utilities; CCR Management Unit Deadline Extension Rule."" EPA is reopening the comment period until September 15, 2025, in response to stakeholders' requests for a public hearing and comment period extension.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/04/2025-16974/hazardous-and-solid-waste-management-system-disposal-of-coal-combustion-residuals-from-electric
US,Federal Register,2025-09-02,Wyoming: Approval of State Coal Combustion Residuals Permit Program,"The Environmental Protection Agency (EPA or the Agency) is proposing to approve the Wyoming coal combustion residuals (CCR) permit program under the Resource Conservation and Recovery Act (RCRA). After reviewing the CCR permit program application submitted by the Wyoming Department of Environmental Quality (WDEQ), EPA has preliminarily determined that Wyoming's CCR permit program meets the standard for partial approval under RCRA. If approved, Wyoming's CCR permit program will operate in lieu of the Federal CCR program with the exception of the specific provisions noted below. EPA is seeking comment on this proposal during a 60-day public comment period and will hold a hybrid in-person and online public hearing on EPA's preliminary approval of Wyoming's partial CCR permit program.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/02/2025-16801/wyoming-approval-of-state-coal-combustion-residuals-permit-program
US,Federal Register,2025-09-02,Air Plan Approval; GA; Removal of Nonattainment Area New Source Review,"The Environmental Protection Agency (EPA) is proposing to approve a State Implementation Plan (SIP) revision submitted by the State of Georgia through the Georgia Environmental Protection Division (EPD) on June 27, 2024. The revision seeks to remove permitting requirements related to nonattainment, including nonattainment new source review (NNSR), from Georgia's SIP as obsolete, remove certain provisions related to the use of emission reduction credits (ERCs), and make other changes based upon the lack of any areas designated as nonattainment for the National Ambient Air Quality Standards (NAAQS) in Georgia. EPA is proposing to approve these changes pursuant to the Clean Air Act (CAA or Act).","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/09/02/2025-16723/air-plan-approval-ga-removal-of-nonattainment-area-new-source-review
US,Federal Register,2025-08-28,"Approval of the Clean Air Act, Section 112(l), Authority for Hazardous Air Pollutants; State of Connecticut Department of Energy and Environmental Protection; Approval of the Clean Air Act Section 502, State Operating Permit Programs, State of Connecticut Department of Energy and Environmental Protection","The Environmental Protection Agency (EPA) is proposing to approve regulatory amendments that revise two previous program approvals from the Connecticut Department of Energy and Environmental Protection (CT DEEP). The revisions include amendments to the Regulations of Connecticut State Agencies (RCSA) that revise the Connecticut State Operating Permit Program and amendments to RCSA that revise limitations on potential to emit Clean Air Act (CAA) pollutants. A significant aspect of this action involves revising the definition of ""hazardous air pollutant"" in the RCSA in response to EPA adding 1- bromopropane to the list of hazardous air pollutants. This action is being taken under the Clean Air Act.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/08/28/2025-16486/approval-of-the-clean-air-act-section-112l-authority-for-hazardous-air-pollutants-state-of
US,Federal Register,2025-08-28,Air Plan Approval; Ohio; 2015 Ozone Moderate Reasonably Available Control Technology SIP,"The Environmental Protection Agency (EPA) is proposing to approve revisions to Ohio Administrative Code (OAC) Chapters 3745-21 and 3745-110 into the Ohio State Implementation Plan (SIP). The Ohio Environmental Protection Agency (""Ohio"" or ""Ohio EPA"") submitted these revisions on March 30, 2022, and supplemented the submittal on February 1, 2023, and August 28, 2023. EPA is proposing to approve parts of OAC Chapters 3745-21 and 3745-110 as satisfying some of the Moderate Volatile Organic Compound (VOC) Reasonably Available Control Technology (RACT) and Nitrogen Oxide (NO<INF>x</INF>) RACT requirements for the Cleveland, OH nonattainment area (Cuyahoga, Geauga, Lake, Lorain, Medina, Portage, and Summit counties) under the 2015 ozone National Ambient Air Quality Standard (""NAAQS"" or ""standard""). Finally, EPA is proposing to approve OAC rule 3745-15-03, submitted by Ohio on February 9, 2023, and supplemented on December 1, 2023, and December 30, 2024.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/08/28/2025-16484/air-plan-approval-ohio-2015-ozone-moderate-reasonably-available-control-technology-sip
US,Federal Register,2025-08-28,Air Plan Approval; Arkansas; Codification of the State Implementation Plan,"Pursuant to the Federal Clean Air Act (CAA or the Act), the Environmental Protection Agency (EPA) is proposing to approve revisions to the Arkansas State Implementation Plan (SIP) submitted to the EPA on February 4, 2025. The revisions address the codification of the Arkansas Pollution Control and Ecology Commission (APC & EC) Rule 19 and Regulations 9, 26, and 31 into the Code of Arkansas Rules (CAR). The revisions are non-substantive and administrative in nature, and do not add or relax any provisions in the approved SIP.","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/08/28/2025-16483/air-plan-approval-arkansas-codification-of-the-state-implementation-plan
US,Federal Register,2025-08-28,Air Plan Approval; Pennsylvania; Motor Vehicle Inspection and Maintenance Program Certification for Moderate Nonattainment Under the 2015 Ozone National Ambient Air Quality Standards,"The Environmental Protection Agency (EPA) is proposing to approve a state implementation plan (SIP) revision submitted by the Commonwealth of Pennsylvania. This SIP revision addresses Clean Air Act (CAA) requirements for the enactment of a Basic vehicle emissions inspection and maintenance (I/M) program for the five counties comprising the Pennsylvania portion of the Philadelphia-Wilmington- Atlantic City, PA-NJ-MD-DE Moderate nonattainment area (Philadelphia nonattainment area) for the 2015 8-hour ozone national ambient air quality standards (NAAQS).","[{'raw_name': 'ENVIRONMENTAL PROTECTION AGENCY', 'name': 'Environmental Protection Agency', 'id': 145, 'url': 'https://www.federalregister.gov/agencies/environmental-protection-agency', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/145', 'parent_id': None, 'slug': 'environmental-protection-agency'}]",https://www.federalregister.gov/documents/2025/08/28/2025-16482/air-plan-approval-pennsylvania-motor-vehicle-inspection-and-maintenance-program-certification-for
